"","Order.Date","date.var","Year","Month","Ship.Mode","Customer.Name","Segment","City","State","Category","Sub.Category","Sales"
"220",2016-12-24,3,"2016","Dec","First Class","Joni Blumstein","Consumer","Dublin","Ohio","Office Supplies","Fasteners",5.584
"221",2016-12-24,3,"2016","Dec","First Class","Joni Blumstein","Consumer","Dublin","Ohio","Office Supplies","Paper",22.704
"222",2016-12-24,3,"2016","Dec","First Class","Joni Blumstein","Consumer","Dublin","Ohio","Office Supplies","Binders",19.776
"223",2016-12-24,3,"2016","Dec","First Class","Joni Blumstein","Consumer","Dublin","Ohio","Furniture","Furnishings",72.704
"224",2016-12-24,3,"2016","Dec","First Class","Joni Blumstein","Consumer","Dublin","Ohio","Technology","Machines",479.988
"225",2016-12-24,3,"2016","Dec","First Class","Joni Blumstein","Consumer","Dublin","Ohio","Office Supplies","Art",27.168
"226",2016-08-09,7,"2016","Aug","Standard Class","David Smith","Corporate","Detroit","Michigan","Office Supplies","Art",2.2
"227",2016-08-09,7,"2016","Aug","Standard Class","David Smith","Corporate","Detroit","Michigan","Furniture","Tables",622.45
"228",2016-08-09,7,"2016","Aug","Standard Class","David Smith","Corporate","Detroit","Michigan","Office Supplies","Storage",21.98
"229",2016-02-28,5,"2016","Mar","Standard Class","Valerie Dominguez","Consumer","Columbia","Tennessee","Furniture","Chairs",161.568
"230",2016-02-28,5,"2016","Mar","Standard Class","Valerie Dominguez","Consumer","Columbia","Tennessee","Furniture","Chairs",389.696
"231",2015-09-13,4,"2015","Sep","Standard Class","Erin Ashbrook","Corporate","Charlotte","North Carolina","Office Supplies","Binders",18.648
"232",2018-04-07,5,"2018","Apr","Standard Class","Christopher Schild","Home Office","Tampa","Florida","Furniture","Tables",233.86
"233",2018-04-07,5,"2018","Apr","Standard Class","Christopher Schild","Home Office","Tampa","Florida","Furniture","Tables",620.6145
"234",2018-04-07,5,"2018","Apr","Standard Class","Christopher Schild","Home Office","Tampa","Florida","Office Supplies","Binders",5.328
"235",2018-04-07,5,"2018","Apr","Standard Class","Christopher Schild","Home Office","Tampa","Florida","Furniture","Furnishings",258.072
"236",2018-04-07,5,"2018","Apr","Standard Class","Christopher Schild","Home Office","Tampa","Florida","Technology","Accessories",617.976
"237",2018-11-12,4,"2018","Nov","Standard Class","David Bremer","Corporate","Santa Clara","California","Office Supplies","Paper",10.56
"238",2017-06-04,5,"2017","Jun","Second Class","Ken Lonsdale","Consumer","Chicago","Illinois","Office Supplies","Paper",25.92
"239",2017-06-04,5,"2017","Jun","Second Class","Ken Lonsdale","Consumer","Chicago","Illinois","Furniture","Furnishings",419.68
"240",2017-06-04,5,"2017","Jun","Second Class","Ken Lonsdale","Consumer","Chicago","Illinois","Furniture","Furnishings",11.688
"241",2017-06-04,5,"2017","Jun","Second Class","Ken Lonsdale","Consumer","Chicago","Illinois","Technology","Phones",31.984
"242",2017-06-04,5,"2017","Jun","Second Class","Ken Lonsdale","Consumer","Chicago","Illinois","Furniture","Tables",177.225
"243",2017-06-04,5,"2017","Jun","Second Class","Ken Lonsdale","Consumer","Chicago","Illinois","Furniture","Furnishings",4.044
"244",2017-06-04,5,"2017","Jun","Second Class","Ken Lonsdale","Consumer","Chicago","Illinois","Office Supplies","Art",7.408
"245",2015-06-01,5,"2015","Jun","Second Class","Dianna Wilson","Home Office","Lakeville","Minnesota","Furniture","Chairs",2001.86
"246",2015-06-01,5,"2015","Jun","Second Class","Dianna Wilson","Home Office","Lakeville","Minnesota","Office Supplies","Storage",166.72
"247",2015-06-01,5,"2015","Jun","Second Class","Dianna Wilson","Home Office","Lakeville","Minnesota","Office Supplies","Paper",47.88
"248",2015-06-01,5,"2015","Jun","Second Class","Dianna Wilson","Home Office","Lakeville","Minnesota","Office Supplies","Appliances",1503.25
"249",2015-06-01,5,"2015","Jun","Second Class","Dianna Wilson","Home Office","Lakeville","Minnesota","Office Supplies","Paper",25.92
"250",2017-12-10,5,"2017","Dec","Second Class","Logan Haushalter","Consumer","San Francisco","California","Furniture","Chairs",321.568
"251",2017-09-11,6,"2017","Sep","Standard Class","Kelly Collister","Consumer","San Diego","California","Office Supplies","Paper",7.61
"252",2017-09-11,6,"2017","Sep","Standard Class","Kelly Collister","Consumer","San Diego","California","Technology","Accessories",3347.37
"253",2017-12-10,3,"2017","Dec","First Class","Delfina Latchford","Consumer","New York City","New York","Office Supplies","Storage",80.58
"254",2017-12-10,3,"2017","Dec","First Class","Delfina Latchford","Consumer","New York City","New York","Office Supplies","Envelopes",361.92
"255",2016-11-28,6,"2016","Dec","Standard Class","Dan Reichenbach","Corporate","Chicago","Illinois","Furniture","Furnishings",12.132
"256",2016-11-28,6,"2016","Dec","Standard Class","Dan Reichenbach","Corporate","Chicago","Illinois","Office Supplies","Storage",82.368
"257",2016-11-28,6,"2016","Dec","Standard Class","Dan Reichenbach","Corporate","Chicago","Illinois","Office Supplies","Storage",53.92
"258",2016-11-28,6,"2016","Dec","Standard Class","Dan Reichenbach","Corporate","Chicago","Illinois","Technology","Phones",647.904
"259",2018-12-01,2,"2018","Dec","Second Class","Craig Carreira","Consumer","New York City","New York","Technology","Accessories",20.37
"260",2018-12-01,2,"2018","Dec","Second Class","Craig Carreira","Consumer","New York City","New York","Office Supplies","Storage",221.55
"261",2018-12-01,2,"2018","Dec","Second Class","Craig Carreira","Consumer","New York City","New York","Office Supplies","Binders",17.52
"262",2018-06-08,4,"2018","Jun","Standard Class","Dorris liebe","Corporate","Pasadena","Texas","Office Supplies","Appliances",1.624
"263",2015-09-19,2,"2015","Sep","Second Class","Sean Braxton","Corporate","Houston","Texas","Technology","Machines",3059.982
"264",2015-09-19,2,"2015","Sep","Second Class","Sean Braxton","Corporate","Houston","Texas","Technology","Machines",2519.958
"265",2017-06-06,7,"2017","Jun","Standard Class","Roy Collins","Consumer","Chicago","Illinois","Technology","Phones",328.224
"266",2016-11-10,5,"2016","Nov","Standard Class","Alan Hwang","Consumer","Brentwood","California","Technology","Accessories",79.9
"267",2018-06-16,4,"2018","Jun","Standard Class","Claudia Bergmann","Corporate","Chapel Hill","North Carolina","Office Supplies","Art",14.016
"268",2017-01-22,6,"2017","Jan","Standard Class","Paul Gonzalez","Consumer","Morristown","New Jersey","Office Supplies","Fasteners",7.56
"269",2018-12-09,4,"2018","Dec","Standard Class","Christine Abelman","Corporate","Cincinnati","Ohio","Office Supplies","Storage",37.208
"270",2018-12-09,4,"2018","Dec","Standard Class","Christine Abelman","Corporate","Cincinnati","Ohio","Office Supplies","Envelopes",57.576
"271",2018-12-28,5,"2019","Jan","Second Class","Kristen Hastings","Corporate","San Francisco","California","Office Supplies","Storage",725.84
"272",2016-07-30,1,"2016","Jul","First Class","Helen Andreada","Consumer","San Francisco","California","Technology","Accessories",209.93
"273",2016-07-30,1,"2016","Jul","First Class","Helen Andreada","Consumer","San Francisco","California","Furniture","Furnishings",5.28
"274",2016-07-30,1,"2016","Jul","First Class","Helen Andreada","Consumer","San Francisco","California","Office Supplies","Binders",10.92
"275",2018-09-16,1,"2018","Sep","First Class","Barry Blumstein","Corporate","Inglewood","California","Office Supplies","Paper",8.82
"276",2018-09-16,1,"2018","Sep","First Class","Barry Blumstein","Corporate","Inglewood","California","Office Supplies","Art",5.98
"277",2018-10-13,4,"2018","Oct","Standard Class","Andrew Gjertsen","Corporate","Philadelphia","Pennsylvania","Office Supplies","Paper",11.648
"278",2018-10-13,4,"2018","Oct","Standard Class","Andrew Gjertsen","Corporate","Philadelphia","Pennsylvania","Office Supplies","Paper",18.176
"279",2018-10-13,4,"2018","Oct","Standard Class","Andrew Gjertsen","Corporate","Philadelphia","Pennsylvania","Office Supplies","Storage",59.712
"280",2018-10-13,4,"2018","Oct","Standard Class","Andrew Gjertsen","Corporate","Philadelphia","Pennsylvania","Office Supplies","Labels",24.84
"281",2016-09-26,2,"2016","Sep","Second Class","Steven Cartwright","Consumer","Houston","Texas","Office Supplies","Binders",2.08
"282",2016-09-26,2,"2016","Sep","Second Class","Steven Cartwright","Consumer","Houston","Texas","Technology","Phones",1114.4
"283",2016-11-02,4,"2016","Nov","Standard Class","Jas O'Carroll","Consumer","Los Angeles","California","Furniture","Tables",1038.84
"284",2016-09-26,6,"2016","Oct","Standard Class","Tracy Blumstein","Consumer","Portland","Oregon","Office Supplies","Paper",141.76
"285",2016-09-26,6,"2016","Oct","Standard Class","Tracy Blumstein","Consumer","Portland","Oregon","Technology","Accessories",239.8
"286",2016-09-26,6,"2016","Oct","Standard Class","Tracy Blumstein","Consumer","Portland","Oregon","Office Supplies","Paper",31.104
"287",2017-12-18,2,"2017","Dec","Second Class","Alan Haines","Corporate","Tamarac","Florida","Office Supplies","Binders",254.058
"288",2017-12-18,2,"2017","Dec","Second Class","Alan Haines","Corporate","Tamarac","Florida","Office Supplies","Appliances",194.528
"289",2017-12-18,2,"2017","Dec","Second Class","Alan Haines","Corporate","Tamarac","Florida","Office Supplies","Supplies",961.48
"290",2017-11-20,4,"2017","Nov","Second Class","Nick Zandusky","Home Office","Columbus","Ohio","Office Supplies","Fasteners",19.096
"291",2017-11-20,4,"2017","Nov","Second Class","Nick Zandusky","Home Office","Columbus","Ohio","Office Supplies","Labels",18.496
"292",2017-11-20,4,"2017","Nov","Second Class","Nick Zandusky","Home Office","Columbus","Ohio","Technology","Accessories",255.984
"293",2017-11-20,4,"2017","Nov","Second Class","Nick Zandusky","Home Office","Columbus","Ohio","Furniture","Bookcases",86.97
"294",2015-12-26,2,"2015","Dec","First Class","Kelly Lampkin","Corporate","Colorado Springs","Colorado","Furniture","Furnishings",300.416
"295",2015-12-26,2,"2015","Dec","First Class","Kelly Lampkin","Corporate","Colorado Springs","Colorado","Furniture","Chairs",230.352
"296",2015-12-26,2,"2015","Dec","First Class","Kelly Lampkin","Corporate","Colorado Springs","Colorado","Furniture","Furnishings",218.352
"297",2015-12-26,2,"2015","Dec","First Class","Kelly Lampkin","Corporate","Colorado Springs","Colorado","Office Supplies","Binders",78.6
"298",2015-12-26,2,"2015","Dec","First Class","Kelly Lampkin","Corporate","Colorado Springs","Colorado","Office Supplies","Fasteners",27.552
"299",2017-10-28,6,"2017","Nov","Standard Class","Jonathan Doherty","Corporate","Belleville","New Jersey","Office Supplies","Paper",32.4
"300",2017-10-28,6,"2017","Nov","Standard Class","Jonathan Doherty","Corporate","Belleville","New Jersey","Office Supplies","Storage",1082.48
"301",2017-10-28,6,"2017","Nov","Standard Class","Jonathan Doherty","Corporate","Belleville","New Jersey","Office Supplies","Paper",56.91
"302",2017-10-28,6,"2017","Nov","Standard Class","Jonathan Doherty","Corporate","Belleville","New Jersey","Furniture","Furnishings",77.6
"303",2017-10-28,6,"2017","Nov","Standard Class","Jonathan Doherty","Corporate","Belleville","New Jersey","Office Supplies","Binders",14.28
"304",2018-11-19,4,"2018","Nov","Standard Class","Jonathan Howell","Consumer","Chicago","Illinois","Furniture","Tables",219.075
"305",2016-05-04,5,"2016","May","Second Class","Alan Schoenberger","Corporate","New York City","New York","Furniture","Furnishings",26.8
"306",2015-12-30,5,"2016","Jan","Standard Class","Ken Brennan","Corporate","Taylor","Michigan","Office Supplies","Art",9.84
"307",2015-06-01,5,"2015","Jun","Standard Class","Corey Roper","Home Office","Lakewood","New Jersey","Office Supplies","Binders",45.48
"308",2015-06-01,5,"2015","Jun","Standard Class","Corey Roper","Home Office","Lakewood","New Jersey","Office Supplies","Art",289.2
"309",2018-04-15,2,"2018","Apr","First Class","Shahid Hopkins","Consumer","Arlington","Virginia","Office Supplies","Art",4.89
"310",2017-09-12,2,"2017","Sep","Second Class","Ben Peterman","Corporate","Arvada","Colorado","Furniture","Furnishings",15.136
"311",2017-09-12,2,"2017","Sep","Second Class","Ben Peterman","Corporate","Arvada","Colorado","Furniture","Chairs",466.768
"312",2017-09-12,2,"2017","Sep","Second Class","Ben Peterman","Corporate","Arvada","Colorado","Furniture","Furnishings",15.232
"313",2017-09-12,2,"2017","Sep","Second Class","Ben Peterman","Corporate","Arvada","Colorado","Office Supplies","Labels",6.264
"314",2015-09-27,6,"2015","Oct","Standard Class","Thomas Seio","Corporate","Hackensack","New Jersey","Furniture","Furnishings",87.54
"315",2015-08-09,7,"2015","Aug","Standard Class","Andy Gerbode","Corporate","Saint Petersburg","Florida","Technology","Phones",178.384
"316",2015-08-09,7,"2015","Aug","Standard Class","Andy Gerbode","Corporate","Saint Petersburg","Florida","Office Supplies","Paper",15.552
"317",2015-12-28,2,"2015","Dec","First Class","Sung Pak","Corporate","Philadelphia","Pennsylvania","Office Supplies","Art",99.136
"318",2015-11-04,5,"2015","Nov","Standard Class","Nathan Mautz","Home Office","New York City","New York","Furniture","Chairs",135.882
"319",2015-11-04,5,"2015","Nov","Standard Class","Nathan Mautz","Home Office","New York City","New York","Technology","Machines",3991.98
"320",2015-11-04,5,"2015","Nov","Standard Class","Nathan Mautz","Home Office","New York City","New York","Technology","Phones",275.94
"321",2015-11-04,5,"2015","Nov","Standard Class","Nathan Mautz","Home Office","New York City","New York","Technology","Accessories",360
"322",2015-11-04,5,"2015","Nov","Standard Class","Nathan Mautz","Home Office","New York City","New York","Office Supplies","Storage",43.57
"323",2015-09-19,5,"2015","Sep","Standard Class","Frank Atkinson","Corporate","Long Beach","California","Office Supplies","Fasteners",7.16
"324",2017-04-23,4,"2017","Apr","Standard Class","Grace Kelly","Corporate","Hesperia","California","Office Supplies","Binders",251.52
"325",2017-04-23,4,"2017","Apr","Standard Class","Grace Kelly","Corporate","Hesperia","California","Technology","Accessories",99.99
"326",2018-11-03,2,"2018","Nov","Second Class","Don Jones","Corporate","Murfreesboro","Tennessee","Furniture","Furnishings",15.992
"327",2017-08-30,2,"2017","Sep","First Class","Patrick O'Brill","Consumer","Philadelphia","Pennsylvania","Technology","Phones",290.898
"328",2017-08-30,2,"2017","Sep","First Class","Patrick O'Brill","Consumer","Philadelphia","Pennsylvania","Office Supplies","Storage",54.224
"329",2017-08-30,2,"2017","Sep","First Class","Patrick O'Brill","Consumer","Philadelphia","Pennsylvania","Furniture","Chairs",786.744
"330",2017-08-30,2,"2017","Sep","First Class","Patrick O'Brill","Consumer","Philadelphia","Pennsylvania","Office Supplies","Labels",100.24
"331",2017-08-30,2,"2017","Sep","First Class","Patrick O'Brill","Consumer","Philadelphia","Pennsylvania","Office Supplies","Binders",37.764
"332",2017-04-25,4,"2017","Apr","Second Class","John Lucas","Consumer","Philadelphia","Pennsylvania","Technology","Phones",82.8
"333",2017-04-25,4,"2017","Apr","Second Class","John Lucas","Consumer","Philadelphia","Pennsylvania","Office Supplies","Binders",20.724
"334",2017-04-25,4,"2017","Apr","Second Class","John Lucas","Consumer","Philadelphia","Pennsylvania","Office Supplies","Binders",4.896
"335",2016-09-01,3,"2016","Sep","Second Class","Doug Bickford","Consumer","Los Angeles","California","Office Supplies","Binders",4.752
"336",2016-09-01,3,"2016","Sep","Second Class","Doug Bickford","Consumer","Los Angeles","California","Technology","Copiers",959.984
"337",2016-09-01,3,"2016","Sep","Second Class","Doug Bickford","Consumer","Los Angeles","California","Office Supplies","Binders",14.368
"338",2015-07-12,5,"2015","Jul","Standard Class","Alyssa Crouse","Corporate","San Francisco","California","Office Supplies","Binders",7.712
"339",2015-07-12,5,"2015","Jul","Standard Class","Alyssa Crouse","Corporate","San Francisco","California","Furniture","Tables",698.352
"340",2016-06-22,4,"2016","Jun","Second Class","Ken Lonsdale","Consumer","Layton","Utah","Office Supplies","Fasteners",4.96
"341",2015-04-13,4,"2015","Apr","Second Class","Jonathan Doherty","Corporate","Philadelphia","Pennsylvania","Office Supplies","Art",17.856
